   0%|          | 0/3 [00:00<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):   0%|          | 0/3 [00:15<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):  33%|███▎      | 1/3 [00:15<00:30, 15.17s/it] Average Metric: 0.00 / 2 (0.0%):  33%|███▎      | 1/3 [00:15<00:30, 15.17s/it] Average Metric: 0.00 / 2 (0.0%):  67%|██████▋   | 2/3 [00:15<00:06,  6.45s/it] Average Metric: 0.50 / 3 (16.7%):  67%|██████▋   | 2/3 [00:16<00:06,  6.45s/it] Average Metric: 0.50 / 3 (16.7%): 100%|██████████| 3/3 [00:16<00:00,  3.85s/it] Average Metric: 0.50 / 3 (16.7%): 100%|██████████| 3/3 [00:16<00:00,  5.42s/it]
183  (8c, 3c, Qs)        Flop  (8c, 4h, 3c, Qs)        Turn   
184  (7c, 8d, Th)        Flop  (5d, 7c, 8d, Th)        Turn   
185  (2c, 4d, Js)        Flop  (7h, 2c, 4d, Js)        Turn   
186  (Kh, 3c, 6c)        Flop  (Kh, 3c, Tc, 6c)        Turn   
187  (Kh, 2h, 4s)        Flop  (Kh, 7h, 2h, 4s)        Turn   
188  (Kd, 2s, Js)        Flop  (Kd, 3s, 2s, Js)        Turn   
189  (Kh, 6s, 3s)        Flop  (Kh, 6s, 8c, 3s)        Turn   
190  (6d, Qd, 8d)        Flop  (Kh, 6d, Qd, 8d)        Turn   
191  (Td, 8c, Ad)        Flop  (Td, 8c, Ad, Tc)        Turn   
192  (5s, Ah, 3c)        Flop  (5s, 7c, Ah, 3c)        Turn   
193  (Td, Ac, Tc)        Flop  (Td, Ac, 2s, Tc)        Turn   
194  (6d, Jc, 3d)        Flop  (Qc, 6d, Jc, 3d)        Turn   
195  (9s, 3c, 6h)        Flop  (Ah, 9s, 3c, 6h)        Turn   
196  (9s, 3h, 2s)        Flop  (9s, 3h, 2s, 3s)        Turn   
197  (7s, Td, Jh)        Flop  (7s, 9h, Td, Jh)        Turn   
198  (Td, 7h, Qh)        Flop  (Td, 7h, Qh, Js)        Turn   
199  (Kc, 3d, 3s)        Flop  (Kc, 7s, 3d, 3s)        Turn   
200  (Td, Js, 2d)        Flop  (Td, Js, 2h, 2d)        Turn   
201  (6d, 7s, 3c)        Flop  (Qh, 6d, 7s, 3c)        Turn   
202  (Qc, 3h, As)        Flop  (Qc, 5s, 3h, As)        Turn   
203  (Ks, 4c, 5h)        Flop  (Ks, 4c, 4s, 5h)        Turn   
204  (6d, As, Js)        Flop  (6d, 9s, As, Js)        Turn   

              river_board river_street preflop_action flop_action turn_action  \
0    (Qc, 9h, Kc, Ts, Th)        River           call       check        call   
1    (9h, Qs, 4h, Qd, 5h)        River          check       check        fold   
2    (Kc, Jc, 3h, 9c, 2s)        River          check       check        fold   
3    (7d, Qh, 8h, 4s, 2d)        River           call        call        call   
4    (5d, Js, Ah, Tc, 3c)        River           call        call       raise   
5    (6s, 6h, Qh, As, 6c)        River          check        fold        fold   
6    (9d, Ad, 3h, Kd, 2d)        River           call       check        fold   
7    (Qc, 9h, 9c, 7c, 3s)        River           call       raise      all_in   
8    (5d, Jc, 3h, Kh, 6c)        River          check        call        call   
9    (4h, 2h, Qh, 8s, Th)        River          check        call       raise   
10   (Td, 6s, 9h, 2h, 8d)        River          check        call       check   
11   (Qc, 6s, Ah, Kd, 4s)        River          check       check       check   
12   (Tc, Kh, 2s, 8c, 5h)        River           call       check        call   
13   (Qc, Ah, 9s, 2s, 7c)        River           call       check        fold   
14   (Qs, 7h, 8d, Kd, 8c)        River          check       check       check   
15   (Qs, 2c, 9s, 8s, 2d)        River          check       check       check   
16   (2h, 4d, Qh, 2s, 8s)        River           call        call        call   
17   (8s, 8d, 5s, 2s, Jh)        River          check       check       check   
18   (Qs, Ks, Ah, Kh, 6d)        River          check       check        fold   
19   (7d, Ac, 2s, Jh, 5h)        River           call        call       raise   
20   (2h, Kh, 6d, 5s, 2d)        River           call       check        fold   
21   (9d, 6h, 9c, 9s, Th)        River           call       check        call   
22   (Ks, 9d, 2h, Jc, 6c)        River          check        call        fold   
23   (4d, 6d, 4s, As, 7c)        River           call        call       check   
24   (9d, 3h, Qh, As, 2s)        River          check       check        fold   
25   (7h, 2c, Qh, Kh, Jh)        River           call        call       check   
26   (Qc, 5d, Kh, Jh, 6c)        River          check        call        call   
27   (Ks, 7d, 5s, Ac, 2d)        River           call        call        fold   
28   (6s, Tc, 5c, 7c, 3c)        River           call       check        fold   
29   (Tc, 6h, Ts, 2s, 3s)        River           call       check       check   
30   (4d, Ah, 5s, 7c, 3c)        River          check        call       check   
31   (Td, 3h, 5s, Kd, Ac)        River           call       check       raise   
32   (8d, 7s, 4s, 7c, Jh)        River          check       check       check   
33   (3h, Qh, Ac, 4s, Jh)        River           call       check        call   
34   (Qs, 7h, 5s, Ac, 6c)        River           call       check        call   
35   (Qc, 5d, Qs, 5c, 2d)        River           call       check        fold   
36   (Kc, 9h, 2h, Jd, 2d)        River          check       check       check   
37   (6s, 9d, 4h, Jh, 8s)        River          check       check        fold   
38   (7h, 2c, Qd, Kd, 3c)        River           call       check        fold   
39   (Td, 4h, 3d, 6d, 9s)        River          check        call       check   
40   (Qc, 4h, 4d, 3d, 5s)        River           call       check       check   
41   (6s, Ah, As, Jd, 7s)        River           call       check       check   
42   (9h, Ah, Ts, Kd, Th)        River           call        call        call   
43   (Kc, Qs, 5c, Qd, Ac)        River          check       check        fold   
44   (6s, 8d, Kh, 9s, As)        River          check       check        fold   
45   (Js, 5c, Qh, 5h, 2d)        River           call        call        fold   
46   (6s, As, 7c, Jh, 3s)        River           call        call       raise   
47   (Tc, 6h, Qh, 6d, 7c)        River           call       check      all_in   
48   (6s, 9h, Kh, 9c, 3c)        River           call       check        fold   
49   (8d, 6h, Ts, 5s, 2d)        River           call        call        fold   
50   (Ad, 7h, 3d, 9c, 2s)        River           call        call       check   
51   (Qs, 9d, Jc, Kh, 3s)        River          check       check        fold   
52   (9h, Ks, 8d, 6d, Jh)        River           call        call       raise   
53   (Td, 5d, 3d, Qd, 4s)        River           call       check        fold   
54   (9h, 9d, 6d, Kd, 3c)        River           call       check       check   
55   (5d, 9d, 4c, Jd, Jh)        River           call       check       check   
56   (5d, Tc, 5c, 6d, Kd)        River          check       check        fold   
57   (4d, 3d, 8h, 3c, 5h)        River           call       check       check   
58   (Td, Qs, Kh, 5s, Jh)        River           call        call      all_in   
59   (Qc, 9d, Ts, 8c, 3c)        River          check        call        call   
60   (4d, 7d, Kh, 4s, 6c)        River           call       check        fold   
61   (Js, 5c, Qd, 4s, 6c)        River           call        call       raise   
62   (Qc, 4d, 7h, 5s, Kd)        River           call        call        call   
63   (8d, 3h, 7d, 5c, Kh)        River           call        call        call   
64   (Qs, 7h, 5c, 6d, 7s)        River           call        call       check   
65   (9h, 7d, Kh, As, 8s)        River          check       check        fold   
66   (5c, 5s, Kd, Jh, 5h)        River          check       check        fold   
67   (4h, 7h, 5s, 8s, 2d)        River          raise       check        call   
68   (Qc, 2c, 5c, 8h, Jh)        River          check        call       check   
69   (Jc, Ad, Ts, 9s, 3s)        River          check        call       check   
70   (Ts, 5s, Qh, 8s, 6c)        River           call        call        call   
71   (Qc, 3h, Tc, 4c, 3s)        River           call        call       check   
72   (Js, 8d, Ts, 5s, 4s)        River          check        call        fold   
73   (Qc, 9h, Ad, 2s, 6c)        River          check        call        fold   
74   (4h, 6d, 9c, 8s, 5h)        River           call        call        call   
75   (Kc, Qh, As, 7s, 2d)        River          check       check        fold   
76   (Td, 6s, 3h, 7s, Jh)        River          check       check        fold   
77   (Jc, Tc, 6d, Kd, Ac)        River           call        call        call   
78   (2h, 4d, 3h, Kh, 2s)        River           call        call        call   
79   (6s, 2c, 3d, 6d, As)        River           call        fold       check   
80   (Qs, 7h, 3h, 5s, Th)        River          check        call        call   
81   (Td, Ad, 7d, Ac, 7s)        River          check       check       check   
82   (Td, 3h, 9c, 7c, 7s)        River           call        call        call   
83   (Qc, 7h, 3h, 4s, 7c)        River           call      all_in      all_in   
84   (Qc, Ks, Qd, 2s, 8c)        River           call        call       raise   
85   (Qc, 6h, Kh, Qh, 7c)        River          check       check        fold   
86   (3h, Ts, Jh, 8c, 8s)        River          raise        call       raise   
87   (5d, 9h, 6h, Jd, 7c)        River          check        call        fold   
88   (8d, 2c, 9s, 8c, Th)        River          check       check        fold   
89   (Ad, 8d, Qh, 9s, 2d)        River           call        call       check   
90   (7d, 2c, 5c, 9c, 2s)        River          check       check        fold   
91   (6s, 4d, 7h, 6d, 4c)        River          check       check       check   
92   (Qc, 5d, Jc, 9c, 2d)        River          check        call        fold   
93   (Ah, 3d, 6d, 7c, 8s)        River           call       check       check   
94   (9h, 3h, 5c, 6d, 2s)        River          check        call        fold   
95   (Qc, 4h, 8d, 7d, 5s)        River          check        call       check   
96   (9h, 4d, 7d, 8c, Th)        River           call        call        call   
97   (Jc, 7d, Ts, Qd, 2s)        River          check        call       check   
98   (4h, 2c, 4c, 3c, 6c)        River           call       check        fold   
99   (Qs, 4s, 3s, Th, 2d)        River           call        call        call   
100  (Kc, 6s, 2h, 7h, 9c)        River          check        call        call   
101  (Td, 2c, 4c, Ac, As)        River          check       check       check   
102  (3h, As, 8c, Th, 5h)        River           call       check        fold   
103  (9h, 9c, As, 2s, 8c)        River          check       check       check   
104  (Qc, Td, Jc, 9c, 5h)        River          check        call        call   
105  (5d, Ks, Tc, 4s, As)        River          check        call        fold   
106  (Kc, Jc, 7d, 8h, 5h)        River          check        fold       check   
107  (Td, 5d, Tc, 8c, Jh)        River          check       check       check   
108  (Ks, 2d, 9s, Th, 6c)        River           call       check       check   
109  (Td, 6s, 4h, Qd, 5h)        River           call       check       check   
110  (9d, 2c, Qh, 5s, 8c)        River           call        call      all_in   
111  (8d, Tc, 5c, 6h, 4c)        River           call        call       raise   
112  (9d, Kh, Kd, Jd, Jh)        River          check        call        call   
113  (9d, Ad, 7d, 8h, 6c)        River          check        call      all_in   
114  (9h, Ks, 6s, 3h, 8c)        River          check        call        fold   
115  (Kc, Jc, 3h, Kd, 8s)        River          check        call        call   
116  (Td, 5d, 9c, 9s, 4s)        River          check       check        fold   
117  (Ks, Kh, 2s, 7c, 8s)        River           call        call       check   
118  (2h, 3d, 5s, Qd, 7s)        River           call        call        call   
119  (4d, 5c, Qh, As, Jd)        River          check       check       check   
120  (4h, 2h, 7d, 5c, As)        River           call       check        call   
121  (Td, 2h, 7h, 8h, 6c)        River          check        call       check   
122  (Qc, Ks, 7h, Kh, Jd)        River           call        call        call   
123  (9h, 7h, 3h, Ac, 8c)        River          check        call       check   
124  (3h, Qh, Qd, 4s, 7s)        River          check        call       raise   
125  (Qc, 6d, 5s, 4c, 4s)        River           call       check       check   
126  (Kc, Ks, 9d, Jc, Jd)        River          check        fold        call   
127  (4d, 7d, 5s, 7s, 6c)        River           call       check       raise   
128  (Td, Js, 8d, 7c, 2d)        River           call       check        call   
129  (6h, 9c, Ac, As, 4s)        River           call        call        fold   
130  (Td, 5d, 2c, 6h, As)        River          check       check       check   
131  (8d, 2c, 5s, As, 3c)        River           call       check        fold   
132  (Ad, 4d, Qd, Jd, 3s)        River          check        fold        fold   
133  (2h, 7h, 6h, 5c, Th)        River           call       check        fold   
134  (9d, 4d, 6d, Kd, 4s)        River          check       check        fold   
135  (2h, Tc, 6h, 8h, Th)        River           call        call       check   
136  (4h, Ts, 9c, As, Th)        River           call        call       check   
137  (Qs, 9d, 5c, Ts, Kd)        River          check       check        fold   
138  (5d, Qh, 5s, 4s, 7s)        River           call       check        fold   
139  (2c, Kh, 4c, Jd, 8s)        River           call       check        fold   
140  (Qs, Ks, 6h, 2s, Jh)        River           call        call        call   
141  (6h, Qd, 9s, 4c, 2s)        River           call       check        call   
142  (9d, 2c, 3d, 7c, 8s)        River           call       raise        call   
143  (7h, 3d, Kh, Jh, 2d)        River           call        call        fold   
144  (Ad, 8s, 9c, Kd, Jh)        River           call        call      all_in   
145  (8d, 2c, 5c, Kd, Th)        River          check       check        fold   
146  (Kc, Kh, 6d, Kd, 9s)        River           call      all_in      all_in   
147  (Ts, 8h, Qh, Kd, Jh)        River           call        call       check   
148  (6s, 9h, Js, 5s, 9c)        River          check       check       check   
149  (Ks, 2c, Ac, Jd, 8c)        River           call       check       check   
150  (Kc, 6s, Ks, Jc, 2s)        River          check        call       check   
151  (Ts, 5h, 4s, 3c, 6c)        River           call        call        call   
152  (Ad, 8d, 5s, Jh, 8s)        River           call       check       check   
153  (5c, Qh, Qd, 4c, 8c)        River           call       check       check   
154  (Td, Qs, 9d, Jc, 9c)        River           call       check        call   
155  (Tc, Kh, 9c, Ac, Th)        River          check       check        fold   
156  (6h, 9s, As, 4s, Jd)        River           call       check        fold   
157  (4d, 5c, Kh, Jd, Jh)        River           call        call        fold   
158  (5d, Jc, Ah, 8h, As)        River          check       check       check   
159  (Ah, 7d, 3h, Kd, Qd)        River           call        fold        fold   
160  (Kc, 4h, 3h, Kh, 7c)        River           call       check       check   
161  (2h, Ad, 8h, 7c, 3s)        River           call        call        call   
162  (5d, 2h, Qh, Th, 3s)        River          check       check       check   
163  (Qc, Kc, 6h, 5c, 2d)        River          check        call       check   
164  (Tc, 6d, Kd, 4c, 6c)        River          check       check        fold   
165  (7h, Qh, As, 8c, Th)        River          raise        call      all_in   
166  (3h, 9s, Ac, 2s, 7s)        River           call        call      all_in   
167  (6s, 6h, 5c, 4c, Th)        River           call        call       check   
168  (Qs, Ad, 4d, 5c, 6c)        River          check        call        fold   
169  (9h, 9d, Js, 4c, Jd)        River          check       check        fold   
170  (3d, Qd, 9s, As, 7c)        River           call       check       check   
171  (7h, 5c, 5s, Jd, Jh)        River           call        call        fold   
172  (3h, Kh, Qh, 8s, 3s)        River           call       check       check   
173  (Qc, 6s, 7h, 3h, 8c)        River           call       check       check   
174  (2h, 3d, As, 8c, 3c)        River          check       check        fold   
175  (9d, 8d, Tc, Qh, 3s)        River          check        call        call   
176  (Jc, 4d, Ah, 2s, 8s)        River           call        call        call   
177  (9h, 2h, Qd, As, 7c)        River          check        call        call   
178  (9h, Ah, 8d, 2c, 5h)        River          check        call       check   
179  (Qc, Kc, 4d, 9c, Th)        River          check       check       check   
180  (9h, 5s, As, 3c, 6c)        River          check       check        fold   
181  (Qh, 8h, 5h, 2s, 6c)        River          check       check       check   
182  (Qs, 4h, 8d, 9s, 4c)        River           call       check        fold   
183  (Qs, 4h, Jd, 8c, 3c)        River          check       check        fold   
184  (5d, 7h, 8d, 7c, Th)        River           call        call        call   
185  (4d, Js, 7h, Ah, 2c)        River           call        call        fold   
186  (4h, Tc, Kh, 3c, 6c)        River           call       check        fold   
187  (2h, 7h, Kh, As, 4s)        River           call        call       check   
188  (Js, 8h, Kd, 2s, 3s)        River          check       check       check   
189  (6s, 2h, Kh, 8c, 3s)        River          check       check       check   
190  (8d, Kh, 6d, Qd, Ac)        River          check       check        call   
191  (Td, Ad, Tc, 8c, 3c)        River          check       check        fold   
192  (Ah, 5s, 7c, 7s, 3c)        River           call        call       check   
193  (Td, Tc, 5s, Ac, 2s)        River           call       raise      all_in   
194  (Qc, Jc, 3d, 6d, 4c)        River           call       check        fold   
195  (Ah, 6h, 9s, 2s, 3c)        River           call        call       check   
196  (Qc, 3h, 9s, 2s, 3s)        River           call       check        fold   
197  (Td, 9h, Jh, Kd, 7s)        River           call        call        call   
198  (Td, Js, 7h, Tc, Qh)        River           call        call       check   
199  (Kc, 3d, 3s, 7s, 6c)        River           call        call       raise   
200  (Td, 2h, Js, 8d, 2d)        River           call       check        fold   
201  (Qh, 6d, As, 7s, 3c)        River           call       check       raise   
202  (Qc, 3h, 5s, As, 7s)        River           call        call       check   
203  (Ks, 3d, 4c, 4s, 5h)        River           call        call        fold   
204  (Js, 6d, 9s, As, Jd)        River          check       check        fold   

    river_action preflop   flop   turn  river      metric  
0           fold    call  check   call  check  ✔️ [0.750]  
1           fold   check  check  check  check  ✔️ [0.500]  
2           fold    call  check  check   fold  ✔️ [0.500]  
3           call   check  check  check  raise  ✔️ [0.000]  
4          raise   raise  raise   call  raise  ✔️ [0.250]  
5           fold   check  check   fold   fold  ✔️ [0.750]  
6           fold    fold  check  check   fold  ✔️ [0.500]  
7         all_in    call  check   call   call  ✔️ [0.250]  
8         all_in    call   call  check   call  ✔️ [0.250]  
9          check   check   call   fold  raise  ✔️ [0.500]  
10          call   check  check  check  raise  ✔️ [0.500]  
11          fold   check   call  check   fold  ✔️ [0.750]  
12          call    fold  check   fold   call  ✔️ [0.500]  
13          fold    call  check  check   fold  ✔️ [0.750]  
14         check   check  check  check   fold  ✔️ [0.750]  
15          fold   check  check  check   call  ✔️ [0.750]  
16          call    call   call  check  check  ✔️ [0.500]  
17          fold    call  check   fold  raise  ✔️ [0.250]  
18          fold   check  check   fold   fold  ✔️ [1.000]  
19          call   check  check  check   call  ✔️ [0.250]  
